p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
3.54120169973128e-08	-0.355704566793388	0.135	0.325	0.000365770723565244	4	sfl
3.59513827160196e-08	-0.3510078899795	0.208	0.4	0.000371341832073767	4	l(3)07882
3.60695026597307e-08	-0.551926708348037	0.188	0.39	0.000372561892972358	4	CG1648
3.65983451881413e-08	-0.320161344454089	0.74	0.836	0.000378024307448311	4	Srp9
3.84163822215517e-08	-1.09460812599065	0.526	0.675	0.000396802811966407	4	roX1
3.92702650825185e-08	-0.285984265728627	0.115	0.297	0.000405622568037334	4	CG16986
3.95868230801761e-08	-0.544265838130223	0.099	0.274	0.000408892295595139	4	Dscam1
3.97149122553978e-08	-0.379609763116826	0.339	0.517	0.000410215328686004	4	Reep1
3.99414326841873e-08	0.487514160605337	0.344	0.2	0.000412555058194971	4	Pfrx
4.11444286821589e-08	-0.36627603921111	0.354	0.528	0.000424980803858019	4	CG6066
4.31871292069438e-08	-0.299196946666495	0.995	0.995	0.000446079857578522	4	CG15012
4.45930439011161e-08	-0.34929594838644	0.714	0.841	0.000460601550454628	4	pncr009:3L
4.48922556268221e-08	-0.486285829899334	0.307	0.477	0.000463692108369445	4	CG5757
4.57534184317663e-08	-0.319865499329232	0.141	0.321	0.000472587058981714	4	NiPp1
4.68440984723267e-08	-0.256578282973086	1	0.991	0.000483852693120663	4	Pfdn2
4.74996380974166e-08	-0.377714628438667	0.474	0.609	0.000490623761908216	4	Mys45A
4.75244720753328e-08	-0.307953371406763	0.823	0.911	0.000490880272066113	4	Rpn3
4.8019682665628e-08	-0.39969519530851	0.385	0.553	0.000495995302253271	4	Uhg2
4.99154484517043e-08	0.271934078894026	0.62	0.44	0.000515576667057654	4	CG7382
5.02365453156329e-08	-0.383511055210302	0.458	0.596	0.000518893276565172	4	CG10395
5.07611640976321e-08	0.270246540850897	0.839	0.679	0.000524312063964442	4	Jafrac2
5.10585298825512e-08	-0.277153868810628	0.078	0.251	0.000527383555156872	4	Klp3A
5.1281410545002e-08	-0.335114103447092	0.526	0.678	0.000529685689519326	4	SCCRO
5.23468255606067e-08	-0.358612065816025	0.255	0.436	0.000540690361215507	4	puf
5.24413167020912e-08	-0.379789977507703	0.464	0.607	0.0005416663602159	4	Cse1
5.43367515634359e-08	0.28342727667719	0.76	0.573	0.000561244306898729	4	EndoGI
6.02523162717963e-08	-0.379312974679456	0.375	0.531	0.000622346174771384	4	CG9992
6.30203238624557e-08	-0.359015560446228	0.365	0.528	0.000650936925175305	4	Dhx15
6.39354486839147e-08	-0.269112053733934	0.094	0.271	0.000660389249456155	4	CG5521
6.40785546210445e-08	0.277795480798009	0.344	0.187	0.000661867390680769	4	CG10376
6.42011507971116e-08	-0.353138716187748	0.208	0.39	0.000663133686583366	4	Su(H)
6.42883320428011e-08	-0.337202663133646	0.984	0.992	0.000664034181670093	4	Atg8a
6.54625857960115e-08	-0.293320605564306	0.146	0.336	0.000676163048687003	4	Prat
6.67106569170033e-08	-0.374727816657533	0.365	0.533	0.000689054375295727	4	RpII140
6.71140862279055e-08	-0.358790760934962	0.339	0.516	0.000693221396648036	4	CG3817
7.20575616019107e-08	-0.351548673293456	0.151	0.331	0.000744282553786135	4	chm
7.23896804481911e-08	-0.338979330827643	0.531	0.677	0.000747713009349366	4	Taf4
7.36566151782378e-08	-0.374567735358386	0.312	0.476	0.000760799178176018	4	mor
7.4506715458284e-08	0.252693399154002	0.276	0.137	0.000769579863968616	4	CG31751
7.49142257669629e-08	-0.413342537218729	0.193	0.366	0.00077378903794696	4	CG17834
7.56114110080808e-08	-0.354531338762561	0.198	0.378	0.000780990264302466	4	CG31650
7.63455072593157e-08	-0.383621125672967	0.135	0.309	0.000788572744481472	4	Lpin
7.6453411745133e-08	0.302718615285951	0.917	0.789	0.000789687289915479	4	Rab6
7.85608866060518e-08	-0.346367685064448	0.594	0.705	0.000811455397753909	4	CG17385
8.10577165714166e-08	-0.282782448505013	0.115	0.295	0.000837245154466163	4	hng2
8.19922180966934e-08	0.254955874165859	0.641	0.432	0.000846897620720746	4	CG12264
8.40238731339664e-08	0.302485863637027	0.625	0.442	0.000867882585600739	4	Pcyt1
8.52991502868204e-08	-0.321137360397362	0.109	0.285	0.000881054923312568	4	Cep97
8.57158534645339e-08	-0.301094451926001	0.661	0.791	0.00088535905043517	4	CG12091
9.10650333019954e-08	0.28111549444584	0.875	0.771	0.00094061072897631	4	ND-B14.5A
9.1579192129212e-08	-0.387012051388463	0.354	0.511	0.000945921475502631	4	Cp190
9.41293831758961e-08	-0.336608523725218	0.333	0.513	0.000972262398823831	4	eIF5
9.49511779743363e-08	0.269951243120635	0.802	0.613	0.000980750717296919	4	PIG-K
9.98483477208115e-08	-0.260503279020342	0.083	0.256	0.00103133358360826	4	mxc
1.00528685789351e-07	-0.338221902228013	0.219	0.405	0.00103836079551821	4	CG13366
1.01972918487735e-07	0.282453145056454	0.474	0.298	0.00105327827505982	4	CG1371
1.04476509894767e-07	-0.335179925892461	0.552	0.686	0.00107913787070305	4	Ubc7
1.04891778456708e-07	-0.315879080827492	0.104	0.281	0.00108342717967934	4	Cdc6
1.06046028501492e-07	0.304800927469758	0.417	0.251	0.00109534942839191	4	whd
1.07213403874123e-07	-0.354888474021738	0.24	0.426	0.00110740724861582	4	Rgl
1.09195123019547e-07	-0.321622684441933	0.589	0.713	0.0011278764256689	4	inc
1.1242210984386e-07	-0.27624360638772	0.083	0.251	0.00116120797257723	4	CG9641
1.15460701650971e-07	-0.300877210330899	0.188	0.373	0.00119259358735288	4	Mettl14
1.17141629981592e-07	0.3669133767161	0.755	0.619	0.00120995589607986	4	MFS17
1.17186116497801e-07	-0.534500608942284	0.318	0.483	0.00121041539730578	4	fok
1.23066736598851e-07	-0.305161289223268	0.786	0.873	0.00127115632232953	4	Pfdn4
1.2571362816143e-07	0.283739413208241	0.677	0.476	0.00129849606527941	4	CG3164
1.30313940234268e-07	0.260708045036527	0.385	0.221	0.00134601268867976	4	CG2818
1.31038714287646e-07	-0.317535123717166	0.943	0.974	0.00135349887987709	4	CG13364
1.31665143674616e-07	0.251824458229073	0.995	0.999	0.00135996926901511	4	sqh
1.33346200467579e-07	-0.514853930531169	0.552	0.675	0.00137733290462962	4	CG40178
1.33511326470616e-07	-0.361349628384856	0.417	0.563	0.00137903849111499	4	tra2
1.33595042277834e-07	-0.38035732896019	0.24	0.409	0.00137990319168775	4	ago
1.33684629111135e-07	-0.264301893924673	0.099	0.271	0.00138082853408891	4	CG12299
1.34982897781549e-07	-0.311298945176711	0.156	0.331	0.00139423835118562	4	CG2617
1.39572368962903e-07	-0.323827450755167	0.208	0.387	0.00144164299901782	4	CG8490
1.45698095525955e-07	0.388876225129498	0.474	0.296	0.00150491562868759	4	GstT4
1.49723177076534e-07	-0.362458263693327	0.568	0.725	0.00154649069602351	4	CG4502
1.49837437549957e-07	-0.383549967565927	0.26	0.429	0.00154767089245351	4	srl
1.535423757857e-07	-0.323067387495762	0.25	0.432	0.0015859391994905	4	Sce
1.56689877883352e-07	-0.312190760618916	0.089	0.254	0.00161844974865714	4	Plc21C
1.59495948526989e-07	-0.333591854171486	0.729	0.802	0.00164743365233527	4	tko
1.60317608674263e-07	-0.28066690489269	0.12	0.291	0.00165592057999646	4	Pc
1.61637655882168e-07	-0.3610963684806	0.229	0.404	0.00166955534760691	4	Aef1
1.62759869226274e-07	-0.348021420563924	0.469	0.611	0.00168114668923818	4	Dpy-30L1
1.6368584669038e-07	-0.363630140582649	0.401	0.554	0.00169071111046494	4	Lst8
1.63915408848883e-07	-0.340485578260721	0.12	0.289	0.00169308225800011	4	wun
1.64038299151541e-07	-0.341283040398875	0.302	0.476	0.00169435159193627	4	Ing5
1.70593156014874e-07	-0.291261882142264	0.104	0.274	0.00176205670847764	4	CG9123
1.7888022660722e-07	0.304266599862676	0.755	0.594	0.00184765386062598	4	CG14407
1.82506686782781e-07	-0.318875727952869	0.146	0.321	0.00188511156777935	4	LBR
1.83355958638974e-07	-0.340905630157433	0.469	0.616	0.00189388369678196	4	TfIIB
1.85143442294376e-07	-0.374817957461543	0.385	0.543	0.00191234661545861	4	bin3
1.85421285161761e-07	0.250969102294107	0.734	0.548	0.00191521645443583	4	Sgt1
1.85781535418182e-07	-0.365182309038211	0.37	0.525	0.0019189374793344	4	CG14414
1.92917660190671e-07	-0.400409840346598	0.609	0.687	0.00199264651210944	4	yki
1.93198506782453e-07	-0.294732388830112	0.203	0.385	0.00199554737655595	4	Kat60
1.97462537476239e-07	-0.653577343191889	0.396	0.523	0.00203959054959207	4	Ipp
2.0035134460062e-07	-0.288715882704985	0.203	0.392	0.0020694290383798	4	velo
2.00491276525837e-07	-0.36698690152699	0.365	0.517	0.00207087439523537	4	MED31
2.00582862361859e-07	0.278223413932383	0.891	0.793	0.00207182038533564	4	Ufm1
2.07587941720243e-07	-0.33760417794502	0.505	0.641	0.00214417585002839	4	CG13994
2.13979683943198e-07	-0.336049701504033	0.661	0.782	0.00221019615544929	4	ytr
2.18044323320776e-07	0.26329051180521	0.344	0.195	0.0022521798155803	4	Galk
2.24154921168543e-07	-0.252771448042261	0.089	0.253	0.00231529618074988	4	CG16952
2.27254960665179e-07	0.282497950058824	0.646	0.466	0.00234731648871063	4	CG11127
2.31006358327124e-07	0.339133543155804	0.766	0.663	0.00238606467516086	4	CG3792
2.35020342943091e-07	-0.343362296134743	0.354	0.517	0.00242752512225919	4	CG2247
2.36274816317532e-07	-0.353200868278207	0.245	0.411	0.00244048257774378	4	CG4896
2.39641034261857e-07	-0.304662264024154	0.948	0.961	0.00247525224289072	4	Tim8
2.4388190428933e-07	-0.343745691537595	0.932	0.949	0.00251905618940449	4	CG9705
2.52377120598541e-07	0.25920014703388	0.604	0.424	0.00260680327866233	4	Ppt1
2.60775239271453e-07	-0.271615872860577	0.99	0.995	0.00269354744643484	4	Nurf-38
2.73862308700493e-07	-0.351124765592998	0.104	0.265	0.00282872378656739	4	Glut1
2.7604441727426e-07	-0.440824015651308	0.141	0.311	0.00285126278602583	4	Mcm5
2.80239749650772e-07	-0.320529781933596	0.234	0.419	0.00289459637414282	4	CR32207
2.81584166271443e-07	-0.330214765072124	0.583	0.705	0.00290848285341773	4	CG5181
2.90925722962423e-07	-0.337403509612411	0.5	0.629	0.00300497179247887	4	Taf11
2.9133749951525e-07	-0.304742922146693	0.208	0.383	0.00300922503249302	4	CG8389
2.93610103350497e-07	-0.435744398540887	0.516	0.661	0.00303269875750729	4	asf1
3.15246568553564e-07	-0.264265716962601	0.932	0.969	0.00325618180658976	4	Rpn5
3.28424635855081e-07	-0.390990277151402	0.661	0.767	0.00339229806374713	4	Kr-h1
3.31918025009969e-07	-0.255863153239011	0.995	0.984	0.00342838128032797	4	Pfdn6
3.36559352538018e-07	-0.254960283792879	0.104	0.272	0.00347632155236519	4	RAF2
3.39359107477236e-07	-0.370997170937062	0.161	0.333	0.00350524022113237	4	dock
3.42120351773772e-07	-0.318275184793544	0.224	0.397	0.00353376111347129	4	CG10880
3.4682942672213e-07	0.25740920819763	0.839	0.714	0.00358240114861288	4	CG3939
3.499978356076e-07	0.256231450907362	0.625	0.431	0.0036151276439909	4	Tango14
3.74965579258971e-07	-0.277047979050157	0.125	0.293	0.00387301946816591	4	CG7504
3.84741326700419e-07	-0.291035328607943	0.161	0.334	0.00397399316348862	4	CG31122
3.94105611635917e-07	-0.254492862748489	0.984	0.996	0.00407071686258738	4	Prosalpha4
4.01031032038614e-07	-0.280271601939954	0.151	0.32	0.00414224952992684	4	Art4
4.09677523583672e-07	0.27242360365304	0.599	0.418	0.00423155914109574	4	AP-1-2beta
4.34252864815985e-07	-0.478848648230371	0.167	0.33	0.0044853978406843	4	ari-2
4.3808452672762e-07	-0.363030195810515	0.75	0.78	0.00452497507656959	4	Vps24
4.40334094694072e-07	-0.32645116029383	0.344	0.504	0.00454821086409507	4	Prp38
4.62314253835905e-07	-0.299182158566025	0.182	0.353	0.00477524392787106	4	egg
4.64753568049953e-07	-0.329549600213562	0.734	0.796	0.00480043960438796	4	LSm3
4.7704336290149e-07	-0.360397391087292	0.396	0.536	0.00492738089540949	4	DCP1
4.93633402810342e-07	-0.368443075175719	0.385	0.522	0.00509873941762802	4	E(Pc)
4.96333011265923e-07	-0.311874264143271	0.172	0.346	0.00512662367336571	4	mdy
5.1780973971322e-07	-0.287653515174733	0.745	0.837	0.00534845680149785	4	CG7519
5.24260872867342e-07	-0.269502550717364	0.792	0.874	0.00541509055584678	4	UbcE2M
5.2497922589655e-07	0.281999527479677	0.625	0.454	0.00542251042428546	4	mRpL18
5.29886757180299e-07	-0.306723008519743	0.208	0.384	0.0054732003149153	4	dbo
5.50120479732444e-07	-0.339197570176918	0.453	0.584	0.00568219443515642	4	CG9723
5.63119398366849e-07	-0.282550188567557	0.177	0.349	0.00581646026573119	4	CG7239
5.87664546457182e-07	-0.381140790761894	0.38	0.534	0.00606998710035623	4	GstE13
6.05119681698708e-07	0.335388763475337	0.849	0.761	0.00625028119226595	4	Chc
6.09825343763568e-07	-0.354304224332561	0.297	0.451	0.0062988859757339	4	Sas10
6.2708650878108e-07	-0.362502842316597	0.448	0.579	0.00647717654919978	4	ctrip
6.44302025244135e-07	-0.289715711163639	0.703	0.789	0.00665499561874667	4	AlaRS
6.48603178959075e-07	-0.287697857696798	0.911	0.948	0.00669942223546828	4	Tudor-SN
6.49331056690813e-07	-0.291455928100057	0.156	0.321	0.0067069404845594	4	tgo
6.55669776231694e-07	-0.268149055549419	0.12	0.281	0.00677241311869717	4	MED1
6.59054868760294e-07	-0.306956766069694	0.161	0.325	0.00680737773942508	4	CG31510
6.7883769101822e-07	-0.311236684232193	0.641	0.778	0.00701171451052719	4	Hmu
7.02310743396901e-07	-0.340386674419864	0.286	0.448	0.00725416766854659	4	MTA1-like
7.22252333668067e-07	-0.276231165142922	0.193	0.373	0.00746014435445746	4	PRAS40
7.3441845375644e-07	0.2732299652912	0.875	0.808	0.00758580820885026	4	CG9953
7.35193679782134e-07	-0.327871071762565	0.578	0.705	0.00759381551846966	4	veli
7.40570592787951e-07	-0.325113294128851	0.583	0.705	0.00764935365290675	4	Ubc4
7.43835684508843e-07	-0.336807444122064	0.276	0.431	0.00768307878529184	4	CG9018
7.55555889597523e-07	-0.320566335240139	0.318	0.482	0.00780413678365281	4	CG9915
7.696840834635e-07	-0.380308765593178	0.5	0.633	0.00795006689809449	4	Ephrin
7.98694130908333e-07	-0.324788688255403	0.609	0.711	0.00824971167815217	4	DCTN3-p24
8.38000394025137e-07	-0.308248975350198	0.833	0.892	0.00865570606988564	4	mt:ND3
8.60358079012423e-07	-0.257723884776972	0.099	0.258	0.00888663859811932	4	CG31522
8.89051179661668e-07	-0.372366634182481	0.438	0.563	0.00918300963472537	4	rno
9.01957245630075e-07	-0.361247573771515	0.641	0.742	0.00931631639011305	4	Thd1
9.05659178390943e-07	0.30331682318065	0.49	0.334	0.00935455365360005	4	Tango9
9.17556084846809e-07	0.29343139468601	0.818	0.728	0.00947743680038269	4	TBCB
9.41831900208682e-07	-0.316503286371417	0.568	0.721	0.00972818169725548	4	Tif-IA
9.55960897697338e-07	-0.263435337423655	0.172	0.343	0.0098741201123158	4	CG13484
9.56786174200927e-07	-0.315883299338891	0.135	0.297	0.00988264439332137	4	CG2225
9.60659101864764e-07	-0.301015764476589	0.224	0.398	0.00992264786316115	4	Zir
9.60913135909905e-07	-0.298831581425671	0.271	0.44	0.00992527178081341	4	Sry-delta
1.01677598120417e-06	-0.280936881108473	0.745	0.825	0.0105022791098578	4	Cdk12
1.02712920684543e-06	0.261073779924111	0.786	0.709	0.0106092175775064	4	Gie
1.04101166364011e-06	-0.315152839053775	0.302	0.474	0.0107526094737387	4	Rnp4F
1.06116614880701e-06	-0.430121933601338	0.141	0.291	0.0109607851510276	4	Glycogenin
1.06558189025889e-06	-0.2579848277697	0.224	0.406	0.011006395344484	4	mbo
1.07498052055955e-06	-0.440149293793549	0.667	0.755	0.0111034737968596	4	bsk
1.09265741565191e-06	-0.285815477790641	0.24	0.408	0.0112860584462686	4	MED30
1.13226526820614e-06	-0.397623205230733	0.188	0.343	0.0116951679553012	4	CG14440
1.14366677077683e-06	-0.272319758776387	0.984	0.995	0.0118129340753538	4	Sh3beta
1.15117608321896e-06	-0.288065315802054	0.865	0.938	0.0118904977635686	4	CCT1
1.15210509668141e-06	-0.291195672825567	0.708	0.8	0.0119000935436222	4	CG17059
1.19495709099622e-06	-0.289688643257409	0.151	0.315	0.0123427117929	4	Kmn1
1.20901949441516e-06	-0.318419088799792	0.208	0.365	0.0124879623578141	4	sax
1.25152412874904e-06	-0.428769351996579	0.625	0.788	0.0129269927258488	4	E(spl)mbeta-HLH
1.25576681930453e-06	-0.376360734810511	0.745	0.802	0.0129708154765965	4	Dph5
1.30384373159262e-06	-0.280742509112166	0.203	0.372	0.0134674019036202	4	CG12659
1.30678709107324e-06	0.258605165597683	0.573	0.401	0.0134978038636955	4	mtm
1.34333979841274e-06	-0.280859546891183	0.266	0.448	0.0138753567778052	4	JhI-21
1.36956126777591e-06	-0.281539555748597	0.234	0.4	0.0141461983348574	4	CG4936
1.3805969519019e-06	-0.307320063049722	0.271	0.434	0.0142601859161947	4	Nelf-E
1.41207945174663e-06	0.314876106156978	0.578	0.401	0.0145853686570909	4	CG31523
1.43507815548517e-06	-0.350399627075855	0.307	0.459	0.0148229222680063	4	CG7879
1.47440371425267e-06	-0.287926770123633	0.552	0.683	0.0152291159645159	4	ArfGAP3
1.52017750326628e-06	-0.316628465048252	0.276	0.434	0.0157019134312374	4	tra
1.52765200900093e-06	-0.27151962803326	0.188	0.352	0.0157791176009706	4	por
1.55038057900401e-06	-0.273665276331634	0.849	0.898	0.0160138810005324	4	CG1103
1.55041980872121e-06	0.258220541443351	0.438	0.285	0.0160142862042814	4	Ent1
1.59290892759572e-06	-0.29358592269172	0.573	0.696	0.0164531563131362	4	l(1)10Bb
1.60290393071608e-06	-0.892637601311956	0.464	0.566	0.0165563947003663	4	GstD9
1.61807153002727e-06	-0.39810950837243	0.344	0.493	0.0167130608336516	4	Ote
1.6499897218433e-06	-0.384224281689392	0.156	0.311	0.0170427438369195	4	Mcm2
1.66071451632752e-06	-0.293774915239218	0.667	0.763	0.017153520239147	4	CSN6
1.69790515526045e-06	-0.269062483336237	0.953	0.968	0.0175376623486851	4	Sem1
1.71131940122679e-06	-0.251081026169506	0.156	0.323	0.0176762180952715	4	dbr
1.73000421925852e-06	-0.316337274059991	0.594	0.704	0.0178692135807212	4	mt:ND2
1.76259074654764e-06	-0.311996706540893	0.167	0.321	0.0182057998210906	4	AMPdeam
1.81020658755902e-06	-0.311015823459968	0.312	0.473	0.0186976238428971	4	Sf3a1
1.8304800594426e-06	0.254760108671338	0.51	0.352	0.0189070285339826	4	Pex11
1.94662054293681e-06	-0.307070492755916	0.589	0.692	0.0201066435879943	4	snRNP-U1-70K
1.95274576138902e-06	0.281238887875499	0.948	0.937	0.0201699109693872	4	PHGPx
1.96648552818349e-06	-0.25203443030933	0.635	0.773	0.0203118290206072	4	CG5355
1.98043801836294e-06	0.363264822987359	0.411	0.284	0.0204559442916708	4	CG17544
2.02029848096659e-06	-0.262262673049974	0.141	0.299	0.0208676630099039	4	BOD1
2.04726181698443e-06	-0.34193557083806	0.609	0.712	0.0211461673076322	4	Sirt1
2.09910658741497e-06	-0.278984196839807	0.203	0.363	0.0216816719414092	4	Taf6
2.12511759840151e-06	-0.320608388582714	0.557	0.655	0.0219503396738892	4	CG7220
2.145321773961e-06	-0.283898925755395	0.641	0.747	0.0221590286032432	4	alien
2.26501389156119e-06	-0.265430040475228	0.865	0.916	0.0233953284859355	4	Pcmt
2.32089666885074e-06	0.295648603000995	0.656	0.49	0.0239725416925593	4	CG5110
2.35655558350464e-06	-0.287042136352287	0.474	0.623	0.0243408626220195	4	mRpL36
2.37118377063131e-06	-0.316012328219494	0.562	0.699	0.0244919571668508	4	CG32428
2.39983137946272e-06	-0.282504053771722	0.224	0.389	0.0247878583184704	4	Trf4-1
2.4449662402688e-06	-0.373715463098018	0.38	0.518	0.0252540562957364	4	RfC38
2.45080068408917e-06	-0.306664238149812	0.193	0.347	0.025314320265957	4	Orc4
2.49400334538515e-06	-0.350460754768122	0.156	0.304	0.0257605605544832	4	bves
2.50713970209427e-06	-0.251521199826107	0.115	0.266	0.0258962459829317	4	Asx
2.52074045344408e-06	-0.315284634151924	0.38	0.522	0.0260367281436239	4	Tap42
2.57320220152265e-06	-0.405990299531995	0.521	0.653	0.0265786055395275	4	CG9005
2.57455239149893e-06	-0.308088512153514	0.604	0.724	0.0265925516517925	4	AdipoR
2.6702167467465e-06	-0.2927010818879	0.464	0.615	0.0275806687771446	4	CG7339
2.67687057537133e-06	-0.282548188062762	0.74	0.834	0.0276493961730104	4	CG4968
2.71799443585988e-06	-0.268272672388321	0.203	0.366	0.0280741645279967	4	CG2116
2.74405314613157e-06	-1.48500022570612	0.312	0.152	0.028343324946393	4	CG17278
2.83198892473172e-06	-0.273159403911911	0.161	0.325	0.0292516136035539	4	Poc1
2.85996213630445e-06	-0.269324980366238	0.844	0.914	0.0295405489058887	4	Rpt5
2.91032782557225e-06	0.288024122425959	0.672	0.497	0.0300607761103357	4	Myd88
2.9167251809148e-06	-0.250548199409047	0.823	0.898	0.0301268543936689	4	CG8209
3.02502596876143e-06	-0.285821247497639	0.151	0.301	0.0312454932313369	4	CG6163
3.06830029070144e-06	-0.277864651931663	0.891	0.94	0.0316924737026552	4	Stt3A
3.08348698904115e-06	-0.282962657371134	0.703	0.8	0.031849337109806	4	pont
3.20031632427415e-06	-0.296453666981732	0.229	0.386	0.0330560673134277	4	mle
3.23526602051779e-06	-0.292633758928305	0.359	0.508	0.0334170627259283	4	p38b
3.26420401676596e-06	-0.297170699364314	0.651	0.741	0.0337159632891756	4	Stlk
3.29671773917192e-06	-0.415964352031035	0.219	0.368	0.0340517975279067	4	CASK
3.34939481745575e-06	0.265719407919299	0.552	0.393	0.0345958990695004	4	CG6650
3.51590963942332e-06	-0.294280513693979	0.458	0.594	0.0363158306656035	4	CIAPIN1
3.91999838662235e-06	-0.305669964700423	0.281	0.433	0.0404896633354222	4	CG32590
3.98741802645017e-06	-0.302832261837783	0.516	0.633	0.0411860407952038	4	Prp31
4.08875677936647e-06	0.254683714219193	0.667	0.499	0.0422327687740763	4	Graf
4.14682787015571e-06	-0.253753108556443	0.948	0.967	0.0428325850708383	4	Cyt-b5
4.22032724570969e-06	-0.850750706767875	0.885	0.948	0.0435917601209354	4	Eip75B
4.41627934135743e-06	-0.401472507631254	0.375	0.517	0.0456157493168809	4	borr
4.62883882722569e-06	-0.329385927283454	0.708	0.76	0.0478112762464142	4	CG9302
4.63588176959302e-06	-0.282432473671257	0.526	0.653	0.0478840227981263	4	FRG1
4.66761216493533e-06	-0.36718619487608	0.344	0.481	0.048211766051617	4	Mtl
4.95150675574075e-06	-0.254933638518826	0.13	0.28	0.0511441132800463	4	qkr54B
5.01020889278753e-06	-0.31467121079285	0.771	0.856	0.0517504476536024	4	CG9669
5.0839302076457e-06	-0.285922667813304	0.203	0.353	0.0525119151147724	4	ash1
5.48224045131325e-06	-0.287774278163202	0.682	0.788	0.0566260616216146	4	CG42668
5.64280909040728e-06	-0.283967567806821	0.255	0.409	0.0582845750948168	4	Ge-1
5.66909560197013e-06	-0.366219816547658	0.115	0.251	0.0585560884727495	4	CG14696
5.73519244924283e-06	-0.281066175132344	0.188	0.333	0.0592388028082292	4	CG12056
5.9389368935736e-06	-0.271929439305857	0.661	0.763	0.0613432791737217	4	DCTN6-p27
5.94815724338581e-06	-0.291027726079691	0.599	0.699	0.061438516166932	4	CG9776
6.12958455227514e-06	-0.30076799124374	0.661	0.773	0.06331247884045	4	Uhg5
6.20016495532113e-06	-0.305400511487902	0.365	0.515	0.0640415038235119	4	Chi
6.31971544241235e-06	-0.342478992568576	0.365	0.494	0.0652763408046772	4	red
6.48327353407931e-06	-0.297890444885495	0.323	0.475	0.0669657323335052	4	CG11586
6.50455496969859e-06	-0.269285830296446	0.219	0.379	0.0671855482820167	4	Gp210
6.62897003752963e-06	-0.428569011443387	0.339	0.464	0.0684706315176435	4	Chrac-14
6.74603390551863e-06	-0.295602268290225	0.255	0.396	0.069679784210102	4	CG33695
7.03091428686586e-06	-0.275911636611489	0.703	0.778	0.0726223136690374	4	Rpb8
7.11156075664122e-06	-0.254054068285137	0.198	0.349	0.0734553110553472	4	Ada3
7.2382517992152e-06	-0.279608451914779	0.76	0.819	0.0747639028340938	4	Gtp-bp
7.81002907089606e-06	-0.26709584060123	0.177	0.326	0.0806697902732854	4	CG1815
8.03005808809388e-06	0.267633284908339	0.802	0.701	0.0829424699919217	4	mtSSB
8.35699642427983e-06	-0.307783212175465	0.359	0.496	0.0863194160663863	4	DMAP1
8.57437048834271e-06	-0.271578503549342	0.583	0.698	0.0885646727740918	4	mRpL23
8.79880422248039e-06	-0.276470920653945	0.245	0.393	0.0908828488139999	4	Ns3
8.85923271233803e-06	-0.286652518491657	0.177	0.322	0.0915070146857395	4	ken
8.9588864800463e-06	-0.30002771667102	0.359	0.5	0.0925363384523982	4	snama
8.96709861750673e-06	-0.272824797362075	0.177	0.321	0.092621161620227	4	CG17931
9.07699867924505e-06	-0.263435337423655	0.182	0.328	0.0937563193579221	4	Qtzl
9.2111307193834e-06	-0.294370073162603	0.281	0.421	0.0951417692005112	4	l(3)72Ab
9.28029473341172e-06	-0.259805880223367	0.219	0.367	0.0958561643014096	4	CG16974
9.32398387091349e-06	-0.29138217607763	0.323	0.466	0.0963074294026655	4	Spt6
9.35372905450851e-06	-0.288314831700209	0.208	0.357	0.0966146674040184	4	Cyp9c1
9.41303043023613e-06	-0.288693898948047	0.49	0.601	0.097227191313909	4	Atu
9.59711320555853e-06	-0.339489912291225	0.292	0.429	0.0991285823002141	4	CG18428
9.6198873376846e-06	-0.347309416750524	0.37	0.495	0.0993638163109442	4	Pka-R1
1.00342520749025e-05	-0.366264188537821	0.536	0.654	0.103643789681668	4	mrj
1.02012031036448e-05	0.265703316273983	0.703	0.548	0.105368226857547	4	Hsc70-5
1.04708310461078e-05	-0.328228087763471	0.661	0.717	0.108153213875248	4	e(r)
1.04960192276245e-05	-0.283800454782127	0.599	0.709	0.108413382602133	4	ncm
1.06896747105125e-05	-0.28396235273435	0.229	0.373	0.110413650084884	4	z
1.07500318217815e-05	-0.289266311506225	0.484	0.616	0.111037078687181	4	HIPP1
1.07981872486706e-05	-0.324706181118641	0.568	0.645	0.111534476091519	4	Uba5
1.12262087802548e-05	-0.281796468765194	0.219	0.364	0.115955510491252	4	Adar
1.13115363081609e-05	-0.327533377133439	0.615	0.699	0.116836858526994	4	eIF6
1.16125291018051e-05	-0.253875142680501	0.182	0.325	0.119945813092544	4	Wdr33
1.16618169909239e-05	-0.282372509915146	0.464	0.589	0.120454907699253	4	Ns2
1.18169290188132e-05	-0.319949016561344	0.385	0.498	0.122057059835321	4	vlc
1.19095416814308e-05	-0.274349719061628	0.281	0.424	0.123013656027498	4	Mis12
1.21988046096757e-05	-0.367980527407989	0.734	0.768	0.12600145281334	4	rl
1.25451105968143e-05	-0.610171102357562	0.417	0.513	0.129578447354495	4	CNPYb
1.26232851277367e-05	0.268643305721105	0.703	0.569	0.130385912084393	4	tub
1.31427462952011e-05	-0.421655771296621	0.188	0.323	0.135751426483132	4	CG10462
1.34139373977216e-05	-0.305908639970234	0.318	0.456	0.138552559381067	4	crc
1.37892515279615e-05	0.312944836676492	0.74	0.644	0.142429179032314	4	coro
1.4057543823215e-05	-0.48306710712694	0.365	0.466	0.145200370149987	4	Svil
